"","countyname","state","numberofplans1","numberofplans2","countyssa","eligibles","totalenrollees","totalpenetration"
"909","ROCK ","MN ",22,2,"PFFS ",337005,904700,268.452990311716
"910","ROSEAU ","MN ",9,5,"PFFS ",21258,222030,1044.45385266723
"911","SAINT LOUIS ","MN ",85,9,"PFFS ",10310835,2224360,21.5730345796436
"912","SHERBURNE ","MN ",20,6,"PFFS ",129720,494000,380.82022818378
"913","SIBLEY ","MN ",6,3,"PFFS ",15372,148260,964.48087431694
"914","STEARNS ","MN ",23,4,"PFFS ",493281,568560,115.260875646944
"915","STEELE ","MN ",10,3,"PFFS ",48858,258020,528.101846166442
"916","SWIFT ","MN ",10,3,"PFFS ",23790,247500,1040.35308953342
"917","TRAVERSE ","MN ",4,2,"DEMO ",4360,99080,2272.47706422018
"918","WABASHA ","MN ",12,3,"PFFS ",49896,297360,595.959595959596
"919","WADENA ","MN ",13,3,"PFFS ",42809,322270,752.808988764045
"920","WASECA ","MN ",9,2,"PFFS ",27423,223200,813.915326550706
"921","WATONWAN ","MN ",8,3,"PFFS ",19232,198560,1032.4459234609
"922","WILKIN ","MN ",7,4,"PFFS ",9058,173810,1918.85625965997
"923","WINONA ","MN ",14,2,"PFFS ",105000,347760,331.2
"924","YELLOW MEDICINE ","MN ",9,3,"PFFS ",22761,223740,982.997232107552
"925","ALCORN ","MS ",8,0,"HCPP ",60728,200080,329.469108154393
"926","AMITE ","MS ",3,2,"HCPP ",7560,75060,992.857142857143
"927","ATTALA ","MS ",5,0,"HMO ",20620,125150,606.935014548982
"928","BOLIVAR ","MS ",3,0,"HCPP ",18993,75150,395.672089717264
"929","COAHOMA ","MS ",6,0,"HMO ",28602,150780,527.165932452276
"930","COPIAH ","MS ",6,0,"HCPP ",36072,150840,418.163672654691
"931","DESOTO ","MS ",19,2,"HCPP ",299763,478040,159.472650060214
"932","FORREST ","MS ",10,0,"HCPP ",133670,251700,188.299543652278
"933","GEORGE ","MS ",4,0,"HMO ",15048,100760,669.590643274854
"934","GRENADA ","MS ",5,0,"HCPP ",22145,126050,569.20298035674
"935","HINDS ","MS ",20,1,"HCPP ",704860,504800,71.6170587066935
"936","HUMPHREYS ","MS ",11,1,"HCPP ",31965,411980,1288.84717659941
"937","ITAWAMBA ","MS ",1,0,"HCPP ",3524,25280,717.366628830874
"938","KEMPER ","MS ",2,0,"HCPP ",3496,50680,1449.65675057208
"939","LEAKE ","MS ",3,0,"HMO ",12564,76170,606.255969436485
"940","LEFLORE ","MS ",4,0,"HMO ",23124,101640,439.543331603529
"941","NESHOBA ","MS ",4,0,"HCPP ",16736,101960,609.225621414914
"942","NOXUBEE ","MS ",2,1,"PFFS ",4478,51020,1139.34792317999
"943","OKTIBBEHA ","MS ",5,0,"PFFS ",27340,127600,466.715435259693
"944","PANOLA ","MS ",15,1,"HCPP ",73605,545446,741.044765980572
"945","PEARL RIVER ","MS ",7,2,"HCPP ",63861,178780,279.951770251014
"946","PONTOTOC ","MS ",14,0,"HCPP ",81072,454300,560.366094335899
"947","PRENTISS ","MS ",6,0,"HCPP ",33996,153480,451.464878220967
"948","RANKIN ","MS ",12,1,"HCPP ",200700,307200,153.064275037369
"949","SHARKEY ","MS ",1,0,"HMO ",1043,25620,2456.37583892617
"950","SMITH ","MS ",34,1,"HCPP ",887247,1495164,168.517222374378
"951","SUNFLOWER ","MS ",3,0,"HCPP ",12501,76980,615.790736741061
"952","TALLAHATCHIE ","MS ",2,0,"HMO ",4980,51340,1030.92369477912
"953","TATE ","MS ",5,2,"HCPP ",20760,128400,618.49710982659
"954","TIPPAH ","MS ",4,0,"HMO ",19984,102760,514.211369095276
"955","TISHOMINGO ","MS ",5,0,"HCPP ",25525,128500,503.428011753183
"956","TUNICA ","MS ",3,2,"PFFS ",4170,77130,1849.64028776978
"957","WALTHALL ","MS ",3,2,"HMO ",7521,77190,1026.32628639809
"958","YALOBUSHA ","MS ",5,1,"HCPP ",16690,129000,772.917914919113
"959","YAZOO ","MS ",6,0,"HMO ",26514,154860,584.068793844761
"960","ANDREW ","MO ",2,0,"HMO ",4280,52020,1215.42056074766
